-----------------------------------------------------------------------------------------------------------------------------------------------------
Name                              MW       Cp@298K        H@298K        G@298K        S@298K      Cp@1000K       H@1000K       G@1000K       S@1000K 
   Formation Free Gibbs Energy at 298K = -72.4039 kcal/mol
   Molecular Weight =                    140.2700 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      52.9589       -32.3623      -72.6723      134.3667      0.1056        -0.2684       
     600.0000      90.8312       -10.3762      -120.5662     183.6500      22.0917       -48.1623      
     800.0000      108.0822      9.6033        -160.2124     212.2696      42.0712       -87.8085      
     1000.0000     120.7579      32.5523       -205.2694     237.8217      65.0202       -132.8655     
     1200.0000     130.1061      57.6852       -255.1634     260.7072      90.1531       -182.7595     
     1400.0000     137.0744      84.4380       -309.4004     281.3131      116.9059      -236.9965     
     1600.0000     142.1919      112.3817      -367.5580     299.9623      144.8496      -295.1541     
     1800.0000     146.3576      141.2513      -429.2754     316.9593      173.7192      -356.8715     
     2000.0000     149.7083      170.8704      -494.2488     332.5596      203.3383      -421.8449     
     2200.0000     152.3704      201.0887      -562.2192     346.9581      233.5566      -489.8153     
     2400.0000     154.4600      231.7804      -632.9623     360.3094      264.2483      -560.5584     
     2600.0000     156.0823      262.8416      -706.2816     372.7397      295.3095      -633.8777     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NC11H22
 ====================================================================================================
   Elemental Composition:
     C 11.0000
     H 22.0000
   Formation Enthalpy at 298K =          -45.1118 kcal/mol
   Formation Free Gibbs Energy at 298K = -92.7046 kcal/mol
   Molecular Weight =                    154.2970 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      70.8592       -44.9705      -93.0245      160.1799      0.1413        -0.3199       
     600.0000      120.5148      -15.7135      -151.1876     225.7901      29.3983       -58.4830      
     800.0000      142.8852      10.7470       -200.2105     263.6969      55.8589       -107.5059     
     1000.0000     158.9847      41.0228       -256.3865     297.4093      86.1346       -163.6819     
     1200.0000     170.6647      74.0466       -318.9315     327.4817      119.1584      -226.2269     
     1400.0000     179.6576      109.1098      -387.1749     354.4890      154.2216      -294.4703     
     1600.0000     187.5770      145.8383      -460.5607     378.9994      190.9501      -367.8561     
     1800.0000     195.9179      184.1689      -538.6449     401.5633      229.2808      -445.9403     
     2000.0000     206.0560      224.3255      -621.0915     422.7085      269.4374      -528.3869     
     2200.0000     219.2487      266.7953      -707.6673     442.9375      311.9071      -614.9627     
     2400.0000     236.6342      312.3048      -798.2372     462.7258      357.4166      -705.5326     
     2600.0000     259.2321      361.7967      -892.7582     482.5211      406.9085      -800.0536     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NC12H24
 ====================================================================================================
   Elemental Composition:
     C 12.0000
     H 24.0000
   Formation Enthalpy at 298K =          -50.1174 kcal/mol
   Formation Free Gibbs Energy at 298K = -100.5803 kcal/mol
   Molecular Weight =                    168.3240 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      76.4420       -49.9650      -100.9194     169.8482      0.1524        -0.3392       
     600.0000      130.0386      -18.3945      -162.7821     240.6461      31.7230       -62.2019      
