------------------------------
  Elements     Atomic Weight  
------------------------------
  1.	C         12.01099968
  2.	H          1.00800002
  3.	N         14.00699997
  4.	HE         4.00299978
------------------------------


--------------------------------------------------------------------------------------------------------------
                                                Molecular        Temperature        Elements
  Species                  Phase  Charge         weight         Low      High       C       H       N      HE
    268. 23NC60H122(L) + 55NC60H120(L)  => C2H6 + C3H8 + NC4H10 + NC5H12 + NC6H14 + NC7H16 + NC8H18 + NC9H20 + NC10H22 + NC11H24 + 2.5NC12H26 + C4H8-1 + NC5H10 + NC6H12 + NC7H14 + NC8H16 + NC9H18 + NC10H20 + NC11H22 + 2.5NC12H24 + 23NC60H121(L) + 9NC16H33_T(L) + 14.5NC30H61_T(L) + 14.6NC45H91_T(L) + 4.4NC60H121_T(L) + 9NC16H31_T(L) + 14.5NC30H59_T(L) + 14.9333NC45H89_T(L) + 6.06667NC60H119_T(L) 
         k:       8.840000e+14	    0.00      78000.00
         Reaction order of species NC60H122(L)        equal to 1.0000
         Reaction order of species NC60H120(L)        equal to 1.0000


    269. 78NC60H120(L)  => C2H6 + C3H8 + NC4H10 + NC5H12 + NC6H14 + NC7H16 + NC8H18 + NC9H20 + NC10H22 + NC11H24 + 2.5NC12H26 + C4H8-1 + NC5H10 + NC6H12 + NC7H14 + NC8H16 + NC9H18 + NC10H20 + NC11H22 + 2.5NC12H24 + 9NC16H33_T(L) + 14.5NC30H61_T(L) + 14.6NC45H91_T(L) + 4.4NC60H121_T(L) + 23NC60H119(L) + 9NC16H31_T(L) + 14.5NC30H59_T(L) + 14.9333NC45H89_T(L) + 6.06667NC60H119_T(L) 
         k:       8.840000e+14	    0.00      78000.00
         Reaction order of species NC60H120(L)        equal to 2.0000


    270. 55NC60H120(L) + 23NC60H118(L)  => C2H6 + C3H8 + NC4H10 + NC5H12 + NC6H14 + NC7H16 + NC8H18 + NC9H20 + NC10H22 + NC11H24 + 2.5NC12H26 + C4H8-1 + NC5H10 + NC6H12 + NC7H14 + NC8H16 + NC9H18 + NC10H20 + NC11H22 + 2.5NC12H24 + 9NC16H33_T(L) + 14.5NC30H61_T(L) + 14.6NC45H91_T(L) + 4.4NC60H121_T(L) + 9NC16H31_T(L) + 14.5NC30H59_T(L) + 14.9333NC45H89_T(L) + 6.06667NC60H119_T(L) + 23NC60H117(L) 
         k:       8.840000e+14	    0.00      78000.00
         Reaction order of species NC60H120(L)        equal to 1.0000
         Reaction order of species NC60H118(L)        equal to 1.0000


    271. 21P-HDPE-P(L) + 53NC60H118(L)  => 2C4H8-1 + 2NC5H10 + 2NC6H12 + 2NC7H14 + 2NC8H16 + 2NC9H18 + 2NC10H20 + 2NC11H22 + 5NC12H24 + 21P-NC40H79-P(L) + 18NC16H31_T(L) + 29NC30H59_T(L) + 29.2NC45H89_T(L) + 8.8NC60H119_T(L) 
         k:       5.890000e+14	    0.00      78000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species NC60H118(L)        equal to 1.0000


    272. 21P-NC40H81(L) + 53NC60H118(L)  => 2C4H8-1 + 2NC5H10 + 2NC6H12 + 2NC7H14 + 2NC8H16 + 2NC9H18 + 2NC10H20 + 2NC11H22 + 5NC12H24 + 21P-NC40H80(L) + 18NC16H31_T(L) + 29NC30H59_T(L) + 29.2NC45H89_T(L) + 8.8NC60H119_T(L) 
         k:       5.890000e+14	    0.00      78000.00
         Reaction order of species P-NC40H81(L)       equal to 1.0000
         Reaction order of species NC60H118(L)        equal to 1.0000


    273. 21P-NC40H79(L) + 53NC60H118(L)  => 2C4H8-1 + 2NC5H10 + 2NC6H12 + 2NC7H14 + 2NC8H16 + 2NC9H18 + 2NC10H20 + 2NC11H22 + 5NC12H24 + 21P-NC40H78(L) + 18NC16H31_T(L) + 29NC30H59_T(L) + 29.2NC45H89_T(L) + 8.8NC60H119_T(L) 
         k:       5.890000e+14	    0.00      78000.00
         Reaction order of species P-NC40H79(L)       equal to 1.0000
         Reaction order of species NC60H118(L)        equal to 1.0000


    274. 21NC16H34(L) + 53NC60H118(L)  => 2C4H8-1 + 2NC5H10 + 2NC6H12 + 2NC7H14 + 2NC8H16 + 2NC9H18 + 2NC10H20 + 2NC11H22 + 5NC12H24 + 21NC16H33(L) + 18NC16H31_T(L) + 29NC30H59_T(L) + 29.2NC45H89_T(L) + 8.8NC60H119_T(L) 
         k:       2.360000e+14	    0.00      78000.00
         Reaction order of species NC16H34(L)         equal to 1.0000
         Reaction order of species NC60H118(L)        equal to 1.0000


    275. 21NC16H32(L) + 53NC60H118(L)  => 2C4H8-1 + 2NC5H10 + 2NC6H12 + 2NC7H14 + 2NC8H16 + 2NC9H18 + 2NC10H20 + 2NC11H22 + 5NC12H24 + 21NC16H31(L) + 18NC16H31_T(L) + 29NC30H59_T(L) + 29.2NC45H89_T(L) + 8.8NC60H119_T(L) 
         k:       2.360000e+14	    0.00      78000.00
         Reaction order of species NC16H32(L)         equal to 1.0000
         Reaction order of species NC60H118(L)        equal to 1.0000


    276. 21NC16H30(L) + 53NC60H118(L)  => 2C4H8-1 + 2NC5H10 + 2NC6H12 + 2NC7H14 + 2NC8H16 + 2NC9H18 + 2NC10H20 + 2NC11H22 + 5NC12H24 + 18NC16H31_T(L) + 29NC30H59_T(L) + 29.2NC45H89_T(L) + 8.8NC60H119_T(L) + 21NC16H29(L) 
         k:       2.360000e+14	    0.00      78000.00
         Reaction order of species NC16H30(L)         equal to 1.0000
         Reaction order of species NC60H118(L)        equal to 1.0000


    277. 21NC30H62(L) + 53NC60H118(L)  => 2C4H8-1 + 2NC5H10 + 2NC6H12 + 2NC7H14 + 2NC8H16 + 2NC9H18 + 2NC10H20 + 2NC11H22 + 5NC12H24 + 21NC30H61(L) + 18NC16H31_T(L) + 29NC30H59_T(L) + 29.2NC45H89_T(L) + 8.8NC60H119_T(L) 
         k:       4.420000e+14	    0.00      78000.00
         Reaction order of species NC30H62(L)         equal to 1.0000
         Reaction order of species NC60H118(L)        equal to 1.0000


    278. 21NC30H60(L) + 53NC60H118(L)  => 2C4H8-1 + 2NC5H10 + 2NC6H12 + 2NC7H14 + 2NC8H16 + 2NC9H18 + 2NC10H20 + 2NC11H22 + 5NC12H24 + 21NC30H59(L) + 18NC16H31_T(L) + 29NC30H59_T(L) + 29.2NC45H89_T(L) + 8.8NC60H119_T(L) 
         k:       4.420000e+14	    0.00      78000.00
         Reaction order of species NC30H60(L)         equal to 1.0000
         Reaction order of species NC60H118(L)        equal to 1.0000


    279. 21NC30H58(L) + 53NC60H118(L)  => 2C4H8-1 + 2NC5H10 + 2NC6H12 + 2NC7H14 + 2NC8H16 + 2NC9H18 + 2NC10H20 + 2NC11H22 + 5NC12H24 + 18NC16H31_T(L) + 29NC30H59_T(L) + 29.2NC45H89_T(L) + 8.8NC60H119_T(L) + 21NC30H57(L) 
         k:       4.420000e+14	    0.00      78000.00
         Reaction order of species NC30H58(L)         equal to 1.0000
         Reaction order of species NC60H118(L)        equal to 1.0000


    280. 21NC45H92(L) + 53NC60H118(L)  => 2C4H8-1 + 2NC5H10 + 2NC6H12 + 2NC7H14 + 2NC8H16 + 2NC9H18 + 2NC10H20 + 2NC11H22 + 5NC12H24 + 21NC45H91(L) + 18NC16H31_T(L) + 29NC30H59_T(L) + 29.2NC45H89_T(L) + 8.8NC60H119_T(L) 
         k:       6.630000e+14	    0.00      78000.00
         Reaction order of species NC45H92(L)         equal to 1.0000
         Reaction order of species NC60H118(L)        equal to 1.0000


    281. 21NC45H90(L) + 53NC60H118(L)  => 2C4H8-1 + 2NC5H10 + 2NC6H12 + 2NC7H14 + 2NC8H16 + 2NC9H18 + 2NC10H20 + 2NC11H22 + 5NC12H24 + 21NC45H89(L) + 18NC16H31_T(L) + 29NC30H59_T(L) + 29.2NC45H89_T(L) + 8.8NC60H119_T(L) 
         k:       6.630000e+14	    0.00      78000.00
         Reaction order of species NC45H90(L)         equal to 1.0000
         Reaction order of species NC60H118(L)        equal to 1.0000


    282. 21NC45H88(L) + 53NC60H118(L)  => 2C4H8-1 + 2NC5H10 + 2NC6H12 + 2NC7H14 + 2NC8H16 + 2NC9H18 + 2NC10H20 + 2NC11H22 + 5NC12H24 + 18NC16H31_T(L) + 29NC30H59_T(L) + 29.2NC45H89_T(L) + 8.8NC60H119_T(L) + 21NC45H87(L) 
         k:       6.630000e+14	    0.00      78000.00
         Reaction order of species NC45H88(L)         equal to 1.0000
         Reaction order of species NC60H118(L)        equal to 1.0000


    283. 21NC60H122(L) + 53NC60H118(L)  => 2C4H8-1 + 2NC5H10 + 2NC6H12 + 2NC7H14 + 2NC8H16 + 2NC9H18 + 2NC10H20 + 2NC11H22 + 5NC12H24 + 21NC60H121(L) + 18NC16H31_T(L) + 29NC30H59_T(L) + 29.2NC45H89_T(L) + 8.8NC60H119_T(L) 
         k:       8.840000e+14	    0.00      78000.00
         Reaction order of species NC60H122(L)        equal to 1.0000
         Reaction order of species NC60H118(L)        equal to 1.0000


    284. 21NC60H120(L) + 53NC60H118(L)  => 2C4H8-1 + 2NC5H10 + 2NC6H12 + 2NC7H14 + 2NC8H16 + 2NC9H18 + 2NC10H20 + 2NC11H22 + 5NC12H24 + 21NC60H119(L) + 18NC16H31_T(L) + 29NC30H59_T(L) + 29.2NC45H89_T(L) + 8.8NC60H119_T(L) 
         k:       8.840000e+14	    0.00      78000.00
         Reaction order of species NC60H120(L)        equal to 1.0000
         Reaction order of species NC60H118(L)        equal to 1.0000


    285. 74NC60H118(L)  => 2C4H8-1 + 2NC5H10 + 2NC6H12 + 2NC7H14 + 2NC8H16 + 2NC9H18 + 2NC10H20 + 2NC11H22 + 5NC12H24 + 18NC16H31_T(L) + 29NC30H59_T(L) + 29.2NC45H89_T(L) + 8.8NC60H119_T(L) + 21NC60H117(L) 
         k:       8.840000e+14	    0.00      78000.00
         Reaction order of species NC60H118(L)        equal to 2.0000


    286. 2P-HDPE-P(L) + NC16H32(L)  => 0.75NC12H26 + C3H6 + 2P-NC40H79-P(L) + 0.25NC16H34(L) 
         k:       1.180000e+14	    0.00      67000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species NC16H32(L)         equal to 1.0000


    287. 2P-NC40H81(L) + NC16H32(L)  => 0.75NC12H26 + C3H6 + 2P-NC40H80(L) + 0.25NC16H34(L) 
         k:       1.180000e+14	    0.00      67000.00
         Reaction order of species P-NC40H81(L)       equal to 1.0000
         Reaction order of species NC16H32(L)         equal to 1.0000


    288. 2P-NC40H79(L) + NC16H32(L)  => 0.75NC12H26 + C3H6 + 2P-NC40H78(L) + 0.25NC16H34(L) 
         k:       1.180000e+14	    0.00      67000.00
         Reaction order of species P-NC40H79(L)       equal to 1.0000
         Reaction order of species NC16H32(L)         equal to 1.0000


    289. 2NC16H34(L) + NC16H32(L)  => 0.75NC12H26 + C3H6 + 0.25NC16H34(L) + 2NC16H33(L) 
         k:       4.720000e+13	    0.00      67000.00
         Reaction order of species NC16H34(L)         equal to 1.0000
         Reaction order of species NC16H32(L)         equal to 1.0000


    290. 3NC16H32(L)  => 0.75NC12H26 + C3H6 + 0.25NC16H34(L) + 2NC16H31(L) 
         k:       4.720000e+13	    0.00      67000.00
         Reaction order of species NC16H32(L)         equal to 2.0000


    291. NC16H32(L) + 2NC16H30(L)  => 0.75NC12H26 + C3H6 + 0.25NC16H34(L) + 2NC16H29(L) 
         k:       4.720000e+13	    0.00      67000.00
         Reaction order of species NC16H32(L)         equal to 1.0000
         Reaction order of species NC16H30(L)         equal to 1.0000


    292. 2NC30H62(L) + NC16H32(L)  => 0.75NC12H26 + C3H6 + 0.25NC16H34(L) + 2NC30H61(L) 
         k:       8.840000e+13	    0.00      67000.00
         Reaction order of species NC30H62(L)         equal to 1.0000
         Reaction order of species NC16H32(L)         equal to 1.0000


    293. NC16H32(L) + 2NC30H60(L)  => 0.75NC12H26 + C3H6 + 0.25NC16H34(L) + 2NC30H59(L) 
         k:       8.840000e+13	    0.00      67000.00
         Reaction order of species NC16H32(L)         equal to 1.0000
         Reaction order of species NC30H60(L)         equal to 1.0000


    294. NC16H32(L) + 2NC30H58(L)  => 0.75NC12H26 + C3H6 + 0.25NC16H34(L) + 2NC30H57(L) 
         k:       8.840000e+13	    0.00      67000.00
         Reaction order of species NC16H32(L)         equal to 1.0000
         Reaction order of species NC30H58(L)         equal to 1.0000


    295. 2NC45H92(L) + NC16H32(L)  => 0.75NC12H26 + C3H6 + 0.25NC16H34(L) + 2NC45H91(L) 
         k:       1.330000e+14	    0.00      67000.00
         Reaction order of species NC45H92(L)         equal to 1.0000
         Reaction order of species NC16H32(L)         equal to 1.0000


    296. NC16H32(L) + 2NC45H90(L)  => 0.75NC12H26 + C3H6 + 0.25NC16H34(L) + 2NC45H89(L) 
         k:       1.330000e+14	    0.00      67000.00
         Reaction order of species NC16H32(L)         equal to 1.0000
         Reaction order of species NC45H90(L)         equal to 1.0000


    297. NC16H32(L) + 2NC45H88(L)  => 0.75NC12H26 + C3H6 + 0.25NC16H34(L) + 2NC45H87(L) 
         k:       1.330000e+14	    0.00      67000.00
         Reaction order of species NC16H32(L)         equal to 1.0000
         Reaction order of species NC45H88(L)         equal to 1.0000


    298. 2NC60H122(L) + NC16H32(L)  => 0.75NC12H26 + C3H6 + 0.25NC16H34(L) + 2NC60H121(L) 
         k:       1.770000e+14	    0.00      67000.00
         Reaction order of species NC60H122(L)        equal to 1.0000
         Reaction order of species NC16H32(L)         equal to 1.0000


    299. NC16H32(L) + 2NC60H120(L)  => 0.75NC12H26 + C3H6 + 0.25NC16H34(L) + 2NC60H119(L) 
         k:       1.770000e+14	    0.00      67000.00
         Reaction order of species NC16H32(L)         equal to 1.0000
         Reaction order of species NC60H120(L)        equal to 1.0000


    300. NC16H32(L) + 2NC60H118(L)  => 0.75NC12H26 + C3H6 + 0.25NC16H34(L) + 2NC60H117(L) 
         k:       1.770000e+14	    0.00      67000.00
         Reaction order of species NC16H32(L)         equal to 1.0000
         Reaction order of species NC60H118(L)        equal to 1.0000


    301. 2P-HDPE-P(L) + NC16H30(L)  => C3H6 + 0.75NC12H24 + 2P-NC40H79-P(L) + 0.25NC16H32(L) 
         k:       1.180000e+14	    0.00      67000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species NC16H30(L)         equal to 1.0000


    302. 2P-NC40H81(L) + NC16H30(L)  => C3H6 + 0.75NC12H24 + 2P-NC40H80(L) + 0.25NC16H32(L) 
         k:       1.180000e+14	    0.00      67000.00
         Reaction order of species P-NC40H81(L)       equal to 1.0000
         Reaction order of species NC16H30(L)         equal to 1.0000


    303. 2P-NC40H79(L) + NC16H30(L)  => C3H6 + 0.75NC12H24 + 2P-NC40H78(L) + 0.25NC16H32(L) 
         k:       1.180000e+14	    0.00      67000.00
         Reaction order of species P-NC40H79(L)       equal to 1.0000
         Reaction order of species NC16H30(L)         equal to 1.0000


    304. 2NC16H34(L) + NC16H30(L)  => C3H6 + 0.75NC12H24 + 0.25NC16H32(L) + 2NC16H33(L) 
         k:       4.720000e+13	    0.00      67000.00
         Reaction order of species NC16H34(L)         equal to 1.0000
         Reaction order of species NC16H30(L)         equal to 1.0000


    305. 2NC16H32(L) + NC16H30(L)  => C3H6 + 0.75NC12H24 + 0.25NC16H32(L) + 2NC16H31(L) 
         k:       4.720000e+13	    0.00      67000.00
         Reaction order of species NC16H32(L)         equal to 1.0000
         Reaction order of species NC16H30(L)         equal to 1.0000


    306. 3NC16H30(L)  => C3H6 + 0.75NC12H24 + 0.25NC16H32(L) + 2NC16H29(L) 
         k:       4.720000e+13	    0.00      67000.00
         Reaction order of species NC16H30(L)         equal to 2.0000


    307. 2NC30H62(L) + NC16H30(L)  => C3H6 + 0.75NC12H24 + 0.25NC16H32(L) + 2NC30H61(L) 
         k:       8.840000e+13	    0.00      67000.00
         Reaction order of species NC30H62(L)         equal to 1.0000
         Reaction order of species NC16H30(L)         equal to 1.0000


    308. 2NC30H60(L) + NC16H30(L)  => C3H6 + 0.75NC12H24 + 0.25NC16H32(L) + 2NC30H59(L) 
         k:       8.840000e+13	    0.00      67000.00
         Reaction order of species NC30H60(L)         equal to 1.0000
         Reaction order of species NC16H30(L)         equal to 1.0000


    309. NC16H30(L) + 2NC30H58(L)  => C3H6 + 0.75NC12H24 + 0.25NC16H32(L) + 2NC30H57(L) 
         k:       8.840000e+13	    0.00      67000.00
         Reaction order of species NC16H30(L)         equal to 1.0000
         Reaction order of species NC30H58(L)         equal to 1.0000


    310. 2NC45H92(L) + NC16H30(L)  => C3H6 + 0.75NC12H24 + 0.25NC16H32(L) + 2NC45H91(L) 
         k:       1.330000e+14	    0.00      67000.00
         Reaction order of species NC45H92(L)         equal to 1.0000
         Reaction order of species NC16H30(L)         equal to 1.0000


    311. 2NC45H90(L) + NC16H30(L)  => C3H6 + 0.75NC12H24 + 0.25NC16H32(L) + 2NC45H89(L) 
         k:       1.330000e+14	    0.00      67000.00
         Reaction order of species NC45H90(L)         equal to 1.0000
         Reaction order of species NC16H30(L)         equal to 1.0000


    312. NC16H30(L) + 2NC45H88(L)  => C3H6 + 0.75NC12H24 + 0.25NC16H32(L) + 2NC45H87(L) 
         k:       1.330000e+14	    0.00      67000.00
         Reaction order of species NC16H30(L)         equal to 1.0000
         Reaction order of species NC45H88(L)         equal to 1.0000


    313. 2NC60H122(L) + NC16H30(L)  => C3H6 + 0.75NC12H24 + 0.25NC16H32(L) + 2NC60H121(L) 
         k:       1.770000e+14	    0.00      67000.00
         Reaction order of species NC60H122(L)        equal to 1.0000
         Reaction order of species NC16H30(L)         equal to 1.0000


    314. 2NC60H120(L) + NC16H30(L)  => C3H6 + 0.75NC12H24 + 0.25NC16H32(L) + 2NC60H119(L) 
         k:       1.770000e+14	    0.00      67000.00
         Reaction order of species NC60H120(L)        equal to 1.0000
         Reaction order of species NC16H30(L)         equal to 1.0000


    315. NC16H30(L) + 2NC60H118(L)  => C3H6 + 0.75NC12H24 + 0.25NC16H32(L) + 2NC60H117(L) 
         k:       1.770000e+14	    0.00      67000.00
         Reaction order of species NC16H30(L)         equal to 1.0000
         Reaction order of species NC60H118(L)        equal to 1.0000


    316. 2P-HDPE-P(L) + NC30H60(L)  => C3H6 + 2P-NC40H79-P(L) + 0.214286NC16H34(L) + 0.785714NC30H62(L) 
         k:       1.180000e+14	    0.00      67000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species NC30H60(L)         equal to 1.0000


    317. 2P-NC40H81(L) + NC30H60(L)  => C3H6 + 2P-NC40H80(L) + 0.214286NC16H34(L) + 0.785714NC30H62(L) 
         k:       1.180000e+14	    0.00      67000.00
         Reaction order of species P-NC40H81(L)       equal to 1.0000
         Reaction order of species NC30H60(L)         equal to 1.0000


    318. 2P-NC40H79(L) + NC30H60(L)  => C3H6 + 2P-NC40H78(L) + 0.214286NC16H34(L) + 0.785714NC30H62(L) 
         k:       1.180000e+14	    0.00      67000.00
         Reaction order of species P-NC40H79(L)       equal to 1.0000
         Reaction order of species NC30H60(L)         equal to 1.0000


    319. 2NC16H34(L) + NC30H60(L)  => C3H6 + 0.214286NC16H34(L) + 0.785714NC30H62(L) + 2NC16H33(L) 
         k:       4.720000e+13	    0.00      67000.00
         Reaction order of species NC16H34(L)         equal to 1.0000
         Reaction order of species NC30H60(L)         equal to 1.0000


    320. 2NC16H32(L) + NC30H60(L)  => C3H6 + 0.214286NC16H34(L) + 0.785714NC30H62(L) + 2NC16H31(L) 
         k:       4.720000e+13	    0.00      67000.00
         Reaction order of species NC16H32(L)         equal to 1.0000
         Reaction order of species NC30H60(L)         equal to 1.0000


    321. NC30H60(L) + 2NC16H30(L)  => C3H6 + 0.214286NC16H34(L) + 0.785714NC30H62(L) + 2NC16H29(L) 
         k:       4.720000e+13	    0.00      67000.00
         Reaction order of species NC30H60(L)         equal to 1.0000
         Reaction order of species NC16H30(L)         equal to 1.0000


    322. 2NC30H62(L) + NC30H60(L)  => C3H6 + 0.214286NC16H34(L) + 0.785714NC30H62(L) + 2NC30H61(L) 
         k:       8.840000e+13	    0.00      67000.00
         Reaction order of species NC30H62(L)         equal to 1.0000
         Reaction order of species NC30H60(L)         equal to 1.0000


    323. 3NC30H60(L)  => C3H6 + 0.214286NC16H34(L) + 0.785714NC30H62(L) + 2NC30H59(L) 
         k:       8.840000e+13	    0.00      67000.00
         Reaction order of species NC30H60(L)         equal to 2.0000


    324. NC30H60(L) + 2NC30H58(L)  => C3H6 + 0.214286NC16H34(L) + 0.785714NC30H62(L) + 2NC30H57(L) 
         k:       8.840000e+13	    0.00      67000.00
         Reaction order of species NC30H60(L)         equal to 1.0000
         Reaction order of species NC30H58(L)         equal to 1.0000


    325. 2NC45H92(L) + NC30H60(L)  => C3H6 + 0.214286NC16H34(L) + 0.785714NC30H62(L) + 2NC45H91(L) 
         k:       1.330000e+14	    0.00      67000.00
         Reaction order of species NC45H92(L)         equal to 1.0000
         Reaction order of species NC30H60(L)         equal to 1.0000


    326. NC30H60(L) + 2NC45H90(L)  => C3H6 + 0.214286NC16H34(L) + 0.785714NC30H62(L) + 2NC45H89(L) 
         k:       1.330000e+14	    0.00      67000.00
         Reaction order of species NC30H60(L)         equal to 1.0000
         Reaction order of species NC45H90(L)         equal to 1.0000


    327. NC30H60(L) + 2NC45H88(L)  => C3H6 + 0.214286NC16H34(L) + 0.785714NC30H62(L) + 2NC45H87(L) 
         k:       1.330000e+14	    0.00      67000.00
         Reaction order of species NC30H60(L)         equal to 1.0000
         Reaction order of species NC45H88(L)         equal to 1.0000


    328. 2NC60H122(L) + NC30H60(L)  => C3H6 + 0.214286NC16H34(L) + 0.785714NC30H62(L) + 2NC60H121(L) 
         k:       1.770000e+14	    0.00      67000.00
         Reaction order of species NC60H122(L)        equal to 1.0000
         Reaction order of species NC30H60(L)         equal to 1.0000


    329. NC30H60(L) + 2NC60H120(L)  => C3H6 + 0.214286NC16H34(L) + 0.785714NC30H62(L) + 2NC60H119(L) 
         k:       1.770000e+14	    0.00      67000.00
         Reaction order of species NC30H60(L)         equal to 1.0000
         Reaction order of species NC60H120(L)        equal to 1.0000


    330. NC30H60(L) + 2NC60H118(L)  => C3H6 + 0.214286NC16H34(L) + 0.785714NC30H62(L) + 2NC60H117(L) 
         k:       1.770000e+14	    0.00      67000.00
         Reaction order of species NC30H60(L)         equal to 1.0000
         Reaction order of species NC60H118(L)        equal to 1.0000


    331. 2P-HDPE-P(L) + NC30H58(L)  => C3H6 + 2P-NC40H79-P(L) + 0.214286NC16H32(L) + 0.785714NC30H60(L) 
         k:       1.180000e+14	    0.00      67000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species NC30H58(L)         equal to 1.0000


    332. 2P-NC40H81(L) + NC30H58(L)  => C3H6 + 2P-NC40H80(L) + 0.214286NC16H32(L) + 0.785714NC30H60(L) 
         k:       1.180000e+14	    0.00      67000.00
         Reaction order of species P-NC40H81(L)       equal to 1.0000
         Reaction order of species NC30H58(L)         equal to 1.0000


    333. 2P-NC40H79(L) + NC30H58(L)  => C3H6 + 2P-NC40H78(L) + 0.214286NC16H32(L) + 0.785714NC30H60(L) 
         k:       1.180000e+14	    0.00      67000.00
         Reaction order of species P-NC40H79(L)       equal to 1.0000
         Reaction order of species NC30H58(L)         equal to 1.0000


    334. 2NC16H34(L) + NC30H58(L)  => C3H6 + 0.214286NC16H32(L) + 0.785714NC30H60(L) + 2NC16H33(L) 
         k:       4.720000e+13	    0.00      67000.00
         Reaction order of species NC16H34(L)         equal to 1.0000
         Reaction order of species NC30H58(L)         equal to 1.0000


    335. 2NC16H32(L) + NC30H58(L)  => C3H6 + 0.214286NC16H32(L) + 0.785714NC30H60(L) + 2NC16H31(L) 
         k:       4.720000e+13	    0.00      67000.00
         Reaction order of species NC16H32(L)         equal to 1.0000
         Reaction order of species NC30H58(L)         equal to 1.0000


    336. 2NC16H30(L) + NC30H58(L)  => C3H6 + 0.214286NC16H32(L) + 0.785714NC30H60(L) + 2NC16H29(L) 
         k:       4.720000e+13	    0.00      67000.00
         Reaction order of species NC16H30(L)         equal to 1.0000
         Reaction order of species NC30H58(L)         equal to 1.0000


    337. 2NC30H62(L) + NC30H58(L)  => C3H6 + 0.214286NC16H32(L) + 0.785714NC30H60(L) + 2NC30H61(L) 
         k:       8.840000e+13	    0.00      67000.00
         Reaction order of species NC30H62(L)         equal to 1.0000
         Reaction order of species NC30H58(L)         equal to 1.0000


    338. 2NC30H60(L) + NC30H58(L)  => C3H6 + 0.214286NC16H32(L) + 0.785714NC30H60(L) + 2NC30H59(L) 
         k:       8.840000e+13	    0.00      67000.00
         Reaction order of species NC30H60(L)         equal to 1.0000
         Reaction order of species NC30H58(L)         equal to 1.0000


    339. 3NC30H58(L)  => C3H6 + 0.214286NC16H32(L) + 0.785714NC30H60(L) + 2NC30H57(L) 
